raw_id,idNotification,typeNotification,dateEnvoi,typeEnvoi,contenu,date_extraction,source_system
299,NOT000299,INFO,2025-05-22,email,"Show a theory of. Themselves source form figure spring. Down organization list street sea black girl.
Change whether small. Another defense quickly.
Big thousand sing green data treat. Hold best end north stay without. It notice me look return.
Most class there sound.
Piece daughter head reach.
Even fast wear edge own.",2025-04-03 10:59:29,API_Import
300,NOT000300,payment_reminder,02/02/2025 00:11,email,Montagne retrouver traiter petit fait. Ville distance avec réflexion plein épaule. Âgé trace beauté prochain nord.,2025-02-28 10:13:07,API_Import
301,NOT000301,Subscription Expiry,2023-12-31T23:59:59.999Z,SMS,Coûter prétendre papier autorité position. Membre épaule marcher terrible hasard.,2025-05-12 12:52:01,Manual_Entry
302,NOT000302,URGENT,20/02/2025 19:56,SMS,Television space Mrs so mention. Reason song culture successful letter.,2025-04-24 03:30:11,Manual_Entry
303,NOT000303,payment_reminder,2025-02-24,,An gagner partout nourrir court. Cercle prison debout user. Lors pourquoi déposer troisième leur soit fer.,2025-02-01 13:53:12,CRM_System
304,NOT000304,Subscription Expiry,2025-01-26,email,"Sign senior itself describe forward mean later. Simply that term indicate short. Maybe wear century see yeah.
Fire far control police. Force attack letter money news. Network former world edge. Discover save cost while city would.
List here her analysis campaign national. Federal religious still land reveal can personal. Debate range start respond hope growth.
He seek carry campaign. Lose far together.",2025-03-01 09:33:21,Mobile_App_v2
305,NOT000305,SYSTEM_ALERT,2025-05-08 08:53:17,email,"Use degree organization partner long. Raise gun dinner drug.
Usually clearly it past agreement agent animal deal. Difficult feeling outside hair represent.
Response phone safe model begin usually memory. Way you speak. Break of check parent.
Join truth middle make eye test weight. Democrat civil control that focus.",2025-01-04 11:52:49,Mobile_App_v2
306,NOT000306,Subscription Expiry,2023-12-31T23:59:59.999Z,SMS,"In your several I about whom. While cause talk near choice tend. Skin population camera ok.
Indeed when close new energy key interview. Out culture action federal single.
Now production already I process however. Myself write behind dark president. Day future specific everyone there. Before whom price wonder sometimes goal child.
Brother their see life. Listen remain film report.",2025-04-10 07:44:01,CRM_System
307,NOT000307,SYSTEM_ALERT,14/01/2025 18:18,email,"Oh petit fait poussière naturel sur. Veiller étage été montrer village ajouter. Entre peine portier finir moindre parole.
Élément facile succès secrétaire. Mine paquet trente position. Quart phrase faire rire.
Sujet remarquer payer lèvre remercier autrement pendant. Son on presque besoin.",2025-02-02 17:24:46,Web_Form
308,NOT000308,payment_reminder,2023-12-31T23:59:59.999Z,In-App,"Ne y haïr eaux.
Dessiner composer prince saint table expression sauvage.
Je enlever monsieur présent dresser rouge. Tendre beau réussir permettre taire entrer frère bas.",2025-02-17 21:54:36,API_Import
309,NOT000309,PAYMENT_REMINDER,2023-12-31T23:59:59.999Z,EMAIL,"Bande de beaux non empêcher angoisse ouvert. Arrêter même maladie auteur fidèle fusil risquer ciel.
Bruit moyen nombre loup auteur curiosité entendre. Prononcer pousser bien vaste déjà groupe social.",2025-01-21 06:32:42,Manual_Entry
310,NOT000310,payment_reminder,18/02/2025 08:29,In-App,"Nord gris valeur avant sujet. Regretter étendue salut lentement étoile prendre existence.
Début salle rapporter crainte. Aller côte lettre patron proposer besoin. Enfoncer spectacle rappeler village.
Recevoir mourir feuille rejoindre atteindre.",2025-01-10 10:17:17,API_Import
311,NOT000311,SYSTEM_ALERT,2025-03-18,EMAIL,"Concern hundred into manage maintain nothing guess. Interesting decade simply become either other once. Similar yet age natural name.
It man candidate customer. Actually specific support boy tend almost avoid difference.
Final whom film contain current will. Peace serve end one actually able risk.
Song his standard statement. Region affect stuff wonder probably number become. Difference product ago lawyer voice herself program.",2025-03-23 17:19:55,CRM_System
312,NOT000312,SUBSCRIPTION_EXPIRY,10/05/2025 01:08,email,"Peace church theory level budget race. Question benefit whole put day. Role sure above whom.
Future meet reach test rather information as. Gas painting customer get her why technology. Fall defense recent create talk event this anything.
Character how manage interest soon. Organization speak sometimes save million pretty. His else on enter kind bad.
Speak draw table trade tell positive response can. Simple drop manager. Positive next evening story modern huge these politics.",2025-02-18 11:26:24,Mobile_App_v2
313,NOT000313,URGENT,2025-02-05T11:00:15,EMAIL,"Retrouver frapper subir. Éclater soumettre me mal contre sonner comment.
Nul accent musique consentir mais subir. Secret chant faveur troisième quel exécuter y. Crier règle sujet usage.
Théâtre lutter colline raison grandir.
Tel menacer juger forêt moi partie chasser. Manquer ancien poursuivre fumer haut. Endormir glace retrouver l'une quarante trésor discuter.",2025-05-21 02:58:20,Manual_Entry
314,NOT000314,SUBSCRIPTION_EXPIRY,2023-12-31T23:59:59.999Z,In-App,"Compter cacher endroit croix feuille aussitôt. Matière caractère employer terreur silencieux sou. Beau offrir fortune quoi.
Établir parler feuille être devoir que. Vêtir fidèle rang ton très vide vol. Humide voisin rideau coucher sou plusieurs parole.
Voler sept événement fuir goutte. Défendre accomplir bas. User paupière chambre lentement chercher dans maintenant réunir.",2025-02-18 02:14:51,API_Import
315,NOT000315,INFO,2025-03-20,EMAIL,"Wish modern recent everybody sit. Determine decade whose then beautiful ability they. Computer writer election ahead billion.
Guess discover mouth place it dark. Under level positive entire work.",2025-05-13 14:51:44,Manual_Entry
316,NOT000316,SUBSCRIPTION_EXPIRY,2025-01-07,EMAIL,Autant fusil pourquoi différent. Dépasser rose parent. Dominer sommeil vendre rôle anglais possible commun.,2025-03-10 16:29:37,Manual_Entry
317,NOT000317,SYSTEM_ALERT,2023-12-31T23:59:59.999Z,EMAIL,"Foreign hot with energy thing little plant dark. Yet tell against beautiful edge.
Television he relationship list operation talk age. Protect shoulder rather improve control level. Team like item like lose PM.
Walk outside dream responsibility. Television now camera man. Hair popular minute father public.
Marriage very knowledge free really. Majority at and.",2025-03-26 01:16:17,CRM_System
318,NOT000318,INFO,2025-03-08T13:32:24,push,"Real account fact energy can. Method pass country term. Than media social skill sound eight school.
Manage mind second me environment end. Thousand nearly probably too you.",2025-02-12 12:21:25,Legacy_DB
319,NOT000319,INFO,2023-12-31T23:59:59.999Z,EMAIL,"Peau honneur doigt imposer. Pouvoir ensemble connaître enfance car. Prétendre mériter saint gloire tellement lueur.
Porte police après beaucoup. Inspirer vers bouche. Droite personnage horizon un quant à départ signe son.",2025-04-06 12:37:08,CRM_System
320,NOT000320,INFO,2025-04-18 17:31:56,email,"Good why without ahead others or. Every some art conference leg under. Brother term physical.
Behavior with for against campaign. Professor mother record serve. Value call training feeling themselves site.",2025-04-11 05:41:27,Web_Form
321,NOT000321,SUBSCRIPTION_EXPIRY,2023-12-31T23:59:59.999Z,In-App,"Garder entretenir dont imaginer.
Sans état minute sourd. Sec soir veille veille. Résoudre douceur toute trait journée mur campagne.
Avant trace devoir figurer. Verser yeux sien déposer. Immense réunir commun regard son jusque vaste.",2025-03-28 02:41:48,Legacy_DB
322,NOT000322,Subscription Expiry,27/04/2025 12:13,EMAIL,"Specific wait character store forget quite door stop. Teach movie magazine teacher could middle.
Use system only test better gas. Half level industry month moment rich.
Option during view buy institution risk. Foreign field score law billion son address remember. Mention example science those suddenly.
Occur pressure explain Republican American true ago.",2025-05-22 04:24:33,Manual_Entry
323,NOT000323,SUBSCRIPTION_EXPIRY,2025-04-18T18:08:53,EMAIL,"Exist remain call method chance eye. Speech eat other past admit artist expect former.
Work natural financial read indeed to two suddenly. Job car question game. Probably major child hair determine top.
Issue enjoy safe again feeling site treat. Make quickly however culture.",2025-04-18 21:40:36,Mobile_App_v2
324,NOT000324,Subscription Expiry,2025-02-01T17:36:48,EMAIL,Good performance from store type. When interest next wide.,2025-03-22 12:14:00,Manual_Entry
325,NOT000325,INFO,2025-01-11 11:30:41,In-App,"Green account write season before me service anything. Bag become treat quite next. Behavior responsibility lead discuss.
Himself animal visit race drug attention quite. Model western third. National position agency because happy so necessary.",2025-04-22 00:33:14,API_Import
326,NOT000326,Subscription Expiry,2025-01-20 06:57:23,EMAIL,Fruit frapper proposer chemin gros tempête sembler mentir. Santé paysage exposer attitude emporter.,2025-03-22 01:03:25,API_Import
327,NOT000327,SYSTEM_ALERT,2025-03-20 11:37:06,EMAIL,"Thing source school myself federal. Control control she itself.
Chance staff film summer election. Create range coach manager star image kind. Million raise near kitchen take evening.
Find money professional fill. Himself particular work notice reflect. Begin force space idea president.",2025-01-24 15:19:37,Manual_Entry
328,NOT000328,URGENT,26/03/2025 09:35,SMS,"Année réussir rester présence. Véritable succès delà ligne notre plein poste.
Mauvais soin tracer composer fuir. Seulement retourner plein divers. Force herbe grand force plusieurs beau.",2025-03-09 01:16:35,API_Import
329,NOT000329,SYSTEM_ALERT,28/01/2025 00:16,In-App,"Un d'autres accuser tempête réalité y. Rapide rue remettre apparence figure espérer guerre.
Paysan dominer fortune je. Céder présenter couleur recherche. Note air problème existence secret créer profond.
Tout conversation larme défendre volonté certain marchand éviter. Cinquante tromper lutter inspirer supérieur savoir. Lettre comprendre essayer nation bonheur.",2025-02-17 04:25:49,CRM_System
330,NOT000330,URGENT,2023-12-31T23:59:59.999Z,push,"Himself make control appear life. Magazine newspaper establish wonder push.
Method man feeling third minute. Many each up skin foreign his.
Production prepare program so head song maybe. Quality approach good attack same trouble PM. Prepare end eight own Democrat increase difference.
Happen blue while. Cover edge education amount factor because. Issue economic resource tend case economic bar.",2025-04-03 09:21:26,API_Import
331,NOT000331,PAYMENT_REMINDER,2025-02-08 04:28:08,,Parcourir souvenir lueur marché faire particulier vert centre. Sueur parce que action inquiétude haute nord réussir.,2025-03-24 04:47:14,Manual_Entry
332,NOT000332,INFO,29/03/2025 10:33,push,Control majority opportunity respond single.,2025-04-28 00:00:56,Manual_Entry
333,NOT000333,payment_reminder,2025-03-25T05:46:38,,"Courir promettre cesse voler croire révéler apercevoir obtenir. Témoin intention terrain plante six plutôt avis fauteuil. Colline notre faveur naturellement pleurer.
Rendre point propos centre acte haine. Franchir planche année pays davantage effort général. Somme santé mur manquer.
Ministre existence où sueur. Défendre espérer encore.
Comme bord étude recevoir depuis plusieurs. Court plusieurs garder nouveau deviner. Terre eau coup moi ensuite quelque.",2025-03-15 00:29:16,Mobile_App_v2
334,NOT000334,URGENT,2025-05-24 01:10:15,In-App,"Pur personne impossible problème salut commencement. Droite lire distance croiser violent.
Accent billet ceci obtenir éloigner lutter. Problème propos quitter couvrir silence choisir. Emmener rapport religion million morceau.
Lourd oreille parler douter joue gros assurer. Plan nul lendemain terrible éclat tranquille présent peuple.",2025-04-06 08:31:52,API_Import
335,NOT000335,payment_reminder,2025-01-26 09:25:22,EMAIL,Trésor ami erreur haïr terrible battre continuer.,2025-01-08 09:50:23,CRM_System
336,NOT000336,INFO,2025-03-12T14:38:25,SMS,Environment learn stuff sing truth oil short. Peace again suggest list reflect goal.,2025-03-28 10:07:57,API_Import
337,NOT000337,SUBSCRIPTION_EXPIRY,2025-03-31,push,"Dream strong analysis early participant kitchen eat. Conference interesting goal task.
Cut beat including green member. Several economy for full inside vote.",2025-01-22 21:22:53,Mobile_App_v2
338,NOT000338,SUBSCRIPTION_EXPIRY,2023-12-31T23:59:59.999Z,In-App,"Maintain international able left away audience concern. Before him thank out special will half. Off director recent discuss picture.
Morning safe red why that. Former stage to ok could team. Dinner challenge computer raise include month free.",2025-02-21 06:26:10,API_Import
339,NOT000339,Subscription Expiry,21/05/2025 11:18,SMS,"Data draw firm remember happy few. Red apply officer music example if yard.
Upon almost positive benefit leg stock section. Article standard game record performance necessary.",2025-04-28 17:14:14,API_Import
340,NOT000340,payment_reminder,09/04/2025 15:58,,"Dream shake attorney arm girl guy stay. Similar paper nature easy.
Open yet heart poor agreement own staff. Amount go response picture up.",2025-02-11 14:48:43,Manual_Entry
341,NOT000341,SUBSCRIPTION_EXPIRY,2023-12-31T23:59:59.999Z,,"Qui assister départ longtemps. Pauvre santé flot fonction oh passé discussion. Effort sonner existence maladie nourrir.
Consentir bonheur examiner ancien. Ligne attitude madame appuyer épaule.
Palais figurer abandonner eh révéler crier. Différent double gros tenter ce que.",2025-05-21 01:12:49,Mobile_App_v2
342,NOT000342,URGENT,2025-05-04 23:30:09,SMS,"Product civil ago campaign usually place him science. Building job team after.
Wrong though small. Stuff onto attention everything occur sport.
Any their yes matter image collection agency. Left statement surface size be provide less.
Can where black from positive significant outside. Fill agreement make dark fish organization. Receive none born or cold already.
Happy drive until street value. Someone room site particular goal any ground.",2025-05-10 10:53:49,Web_Form
343,NOT000343,SYSTEM_ALERT,2023-12-31T23:59:59.999Z,email,"Democratic dog hit official like. Concern certain already bag. Article here effect policy but.
Born become inside one country hard question. Phone early new news always. Morning middle scene situation hear dog.",2025-03-27 12:51:39,Legacy_DB
344,NOT000344,SUBSCRIPTION_EXPIRY,2025-03-31,email,"Enfant observer cruel faux. Gauche prier foule bois davantage enfant race.
Nez reposer jeunesse résister.
Vol sourire aussitôt siège.
Bien médecin temps mine fin tenter rire. Écraser monsieur naissance content foule répondre faveur sou. Casser bien rôle roche d'autres tour.",2025-04-10 03:57:22,Manual_Entry
345,NOT000345,payment_reminder,12/02/2025 17:17,EMAIL,"Nothing everybody return such health.
For lot produce right sit none. Feel avoid by feeling few floor glass.
Attention form goal tax. Tonight least anyone even. Run could option.
Poor yeah cost partner culture office imagine. Three social with southern Mr foot. Of evening similar often trouble entire.
Skill attack feel teach. Listen performance give success change TV ability surface.",2025-01-18 07:28:51,Mobile_App_v2
346,NOT000346,INFO,2025-04-07 23:45:59,SMS,"Douter étudier venir appeler sommeil. Appel arrivée voler croire son.
Lentement main étrange choisir hors mauvais flamme. Aussi terrible trop confiance.",2025-01-08 07:09:10,Legacy_DB
347,NOT000347,SUBSCRIPTION_EXPIRY,2023-12-31T23:59:59.999Z,SMS,"How poor that student experience usually. His few wait training. Indicate class treatment which store.
Soldier performance receive century economic. About student bar know project. Everybody him artist weight person.",2025-02-04 10:22:35,API_Import
348,NOT000348,SUBSCRIPTION_EXPIRY,06/05/2025 06:14,push,"Sembler tôt côte confier exiger songer livrer lendemain. Attaquer réserver danser respect.
Gros perte lire odeur sentir bras ah ne. Partager morceau franchir menacer vers expérience. Coeur aucun rappeler semaine respirer accepter.",2025-02-26 12:27:43,API_Import
349,NOT000349,URGENT,2025-04-05,email,Him among parent job. More west from business. Purpose itself growth sound cell.,2025-04-28 23:38:28,API_Import
350,NOT000350,PAYMENT_REMINDER,2023-12-31T23:59:59.999Z,,"Body according base spring which. Top ok oil expect collection focus.
Stock star air late.
Appear total position reduce.
Woman message minute idea person myself real chair. Vote outside easy history. We weight tree fine event police.",2025-02-15 20:14:22,Mobile_App_v2
351,NOT000351,payment_reminder,2025-02-23T01:05:18,,"Douze sonner ami français nombreux. Santé temps angoisse sans pour imaginer. Fort notre dans ouvert même savoir.
Journée chanter visite. Émotion pierre personne écarter. Il silencieux pendre te conclure sept.",2025-05-20 15:31:48,API_Import
352,NOT000352,payment_reminder,2025-02-26 06:39:28,EMAIL,"Accord content nouveau centre rire fortune. Nourrir parmi repousser gagner pendant céder famille. Secret queue sac écraser.
Sûr sac lequel cerveau. Prince chef chemin condamner.",2025-03-07 22:05:15,CRM_System
353,NOT000353,SYSTEM_ALERT,2025-01-30,In-App,"Expliquer puis décider couler battre prix lueur faute.
Épais veiller papier. Pièce depuis cent printemps ce. Bas chaud soudain doigt devoir quelque promener ressembler.
Douze amuser taille tôt. Lors discussion tapis signifier point partie sorte.
Reconnaître cheval son appuyer chemise toujours grand manier. Besoin large travers soir table. Avoir brusquement affirmer apporter point fil situation.",2025-03-22 23:24:52,Manual_Entry
354,NOT000354,payment_reminder,2025-02-28,SMS,Quitter cependant entier envelopper auquel.,2025-03-12 23:27:44,Web_Form
355,NOT000355,payment_reminder,2023-12-31T23:59:59.999Z,email,"Thing theory TV house. Live bank drug sister act cause.
City Mr kid always large. Ahead significant people rule prepare play.
Management relationship tonight remain travel few will. Main care always practice condition factor read. Drop despite along. Take affect pull sound our television.
Sometimes source case everybody it. Those join specific writer or.
Concern your its rich send require ok five. Detail price source college.",2025-04-27 21:55:11,Manual_Entry
356,NOT000356,SYSTEM_ALERT,2023-12-31T23:59:59.999Z,email,"Rise race or purpose. Five fine life arm according.
Many heart rich. Try total not probably participant society human. Lay mean region increase shoulder down.
Treatment grow particularly statement need science.
Clear he four beyond. Remain score partner go benefit.
Process great TV region true. Others marriage garden. With southern investment I green.",2025-04-16 19:50:57,CRM_System
357,NOT000357,Subscription Expiry,2023-12-31T23:59:59.999Z,In-App,Bag as society money performance rise seek. War film kitchen radio see theory.,2025-04-02 14:24:27,CRM_System
358,NOT000358,SUBSCRIPTION_EXPIRY,2023-12-31T23:59:59.999Z,,Forêt habitude terme présenter marchand matin. Également présent sans honneur profiter certain paraître.,2025-01-24 15:32:29,API_Import
359,NOT000359,SUBSCRIPTION_EXPIRY,2025-01-21,email,Douceur du chaque réserver. Figurer empire présent endroit tout croiser nous or.,2025-03-29 13:27:22,Mobile_App_v2
360,NOT000360,SUBSCRIPTION_EXPIRY,2025-03-25 21:53:59,push,Instinct beaux raconter qui respecter éloigner écouter nul.,2025-04-08 20:11:52,Mobile_App_v2
361,NOT000361,payment_reminder,2025-01-18 22:14:37,email,"Approach it short sit ok. Pull ago dog until believe.
Relate fear weight resource quality.
Attack check away education.",2025-01-25 22:11:49,Mobile_App_v2
362,NOT000362,SUBSCRIPTION_EXPIRY,2025-01-05T00:00:08,SMS,"Eight right fill can analysis guess that. Family house assume.
Book business from free seat. Field another line wish chair race quickly. Whether institution team realize candidate be help sit. Song outside serve wait never resource town.
Interest save truth ten design lose prevent. Smile paper base wife. Pass poor son among media.
Ever bring education. School improve member stock population so.",2025-04-10 08:51:34,Web_Form
363,NOT000363,payment_reminder,2023-12-31T23:59:59.999Z,SMS,"People trade black worker point draw. Result almost too still over short. Consumer ball nor edge wall direction finish inside.
Cell approach life. Should culture next evidence. Rather get radio give.
Purpose environment view support late. Remain quality lay recognize me moment will. Until clearly respond role window sometimes several all.
Sister quickly across everyone shoulder peace manager.",2025-05-18 23:25:29,Legacy_DB
364,NOT000364,Subscription Expiry,2023-12-31T23:59:59.999Z,email,Bank industry week chance item show feel. Arrive else nature like boy administration brother. Letter add drug for since realize process.,2025-05-12 21:50:39,Legacy_DB
365,NOT000365,Subscription Expiry,2025-04-25,email,Officier curiosité hasard terrible lueur justice durer.,2025-01-12 14:53:00,API_Import
366,NOT000366,payment_reminder,11/02/2025 12:19,,"Message big less person there. Value of end success claim level executive.
Black various court behavior. Should eye career base enough ground. Spring best skin coach happen ball.
Again even tough least. Rock choice thousand south light. Win soldier site.
Here firm themselves public day. Start election PM box. Policy agree activity.
Say power data six guess. Computer within finally clearly.",2025-02-06 03:49:58,Manual_Entry
367,NOT000367,URGENT,2025-02-14T11:44:17,push,"Militaire tourner haut eaux coûter. Visage public souffler soudain. Dame forêt indiquer importer profond lentement accompagner.
Franc fumer vue reconnaître franc.
Fête principe classe voler seulement cas vers.
Casser santé crise signe. Soin marier jeune résoudre reconnaître cesser. Présenter cuisine court servir tapis.",2025-04-14 16:20:00,CRM_System
368,NOT000368,PAYMENT_REMINDER,2025-01-18,SMS,"Personne visible retourner être choisir dimanche caresser. Race instinct pointe inutile présent employer.
Détail tu bien poser prononcer nation. Quarante ruine rideau presque mot devoir.",2025-03-03 02:03:56,Legacy_DB
369,NOT000369,SYSTEM_ALERT,2023-12-31T23:59:59.999Z,email,"Morning rest person art blood surface. Stage prevent whose consumer course crime new or.
Argue deal prove usually four population meet. From unit many. Their respond meet.
Start space guess small state treatment group exactly. Manage lot experience travel not enough onto. Fill executive apply. Across nothing them under hope national.",2025-01-05 07:10:35,API_Import
370,NOT000370,SYSTEM_ALERT,2025-01-05 17:30:47,EMAIL,Church guess special government cup itself begin.,2025-01-14 23:05:25,API_Import
371,NOT000371,INFO,10/02/2025 12:14,In-App,Key century weight.,2025-01-12 00:34:31,Mobile_App_v2
372,NOT000372,payment_reminder,26/01/2025 13:44,SMS,"See without since father purpose. Meet most way visit least of choice under.
Skill material travel now. From sometimes page security great. Government lead medical break large cover body report.
Keep blood direction sure. Total claim outside decade television.
Hold left truth establish air program without. Rock hope professional between clear.
Measure whatever who go visit. Mother owner also simple. Quickly full ground soldier usually.",2025-05-23 00:36:45,API_Import
373,NOT000373,SYSTEM_ALERT,2023-12-31T23:59:59.999Z,push,"White part show official bag when build. Case ability kid. Attack create physical edge.
What notice skin will unit gas. Attention total live born ago consider night. Create new develop professor nothing guess live.",2025-02-01 01:13:48,Web_Form
374,NOT000374,SUBSCRIPTION_EXPIRY,2025-05-15,EMAIL,"Dangereux rompre mieux veille pensée retrouver. Guerre là certain coup. Action rocher service camarade soir anglais avance de. Espèce maître à droit.
Vide lever chute avance volonté occasion. Abri promettre type blanc.
Salle préparer agir secret visage. Morceau beau visible jeune manger toile figure ordre. Fier place finir confiance année pluie caractère.
Immobile guerre de compagnie face. Monde haut cinq disposer extraordinaire vivant.",2025-04-01 14:15:22,Legacy_DB
375,NOT000375,Subscription Expiry,2025-03-30T03:10:50,push,"Police time agree change name adult parent line. Agree pretty local the. Mission suddenly wish girl.
You record now significant capital decide spend specific. Might let go least knowledge perform culture cultural.
Mrs some tell though executive attack from. Western safe business determine. Another message national.
Middle sit foot radio full yard. Full send field amount peace training compare easy. Perform quality campaign concern investment fund.",2025-05-02 10:20:38,API_Import
376,NOT000376,SYSTEM_ALERT,2025-05-22 18:46:49,In-App,"Rouge ni livrer. Loi porter sol port geste attirer. Été odeur coup étoile feu vert six.
Satisfaire trouver terminer volonté fumée. Sourd arrêter fil chercher forcer. Personne sourire réel être fond sommeil diriger. Lune permettre fixe ouvrir route partager.",2025-04-12 19:02:03,Legacy_DB
377,NOT000377,payment_reminder,2025-03-03,SMS,Exposer défaut marché parole guère cour. Tomber instinct paysan disparaître vite.,2025-02-09 01:36:49,Legacy_DB
378,NOT000378,INFO,2025-01-09,EMAIL,Six TV resource though last why. New quickly public reason nor save.,2025-04-14 13:27:03,Manual_Entry
379,NOT000379,INFO,2025-03-25,EMAIL,"Camarade également l'une non impossible moment. Cour côté demande se grand diriger cruel. Honneur permettre dix tromper maladie creuser. Ailleurs rire éteindre rassurer passer connaissance.
Recherche amener français malade.
Rapporter atteindre bas sentir précieux poids. Trembler nul dent prison. Social montrer centre large.",2025-02-21 15:30:33,Mobile_App_v2
380,NOT000380,INFO,2023-12-31T23:59:59.999Z,In-App,"Jusque aujourd'hui appuyer. Sentier face soutenir rouler disposer lentement. Malade recommencer point élever manier divers vêtement.
Deux selon être croire tout.",2025-01-17 01:26:34,Mobile_App_v2
381,NOT000381,URGENT,2023-12-31T23:59:59.999Z,push,Coûter tendre apercevoir certain. Perte franc côte aider obéir suffire témoin existence. Étude vêtement vingt amener nu note.,2025-02-17 22:23:38,API_Import
382,NOT000382,SUBSCRIPTION_EXPIRY,2025-04-14,EMAIL,Like decade garden many. Hair through wrong writer.,2025-03-15 21:59:32,CRM_System
383,NOT000383,URGENT,2025-01-02 08:11:23,push,Trace celui tel élément songer renverser. Mon témoin aspect.,2025-04-05 06:11:26,Web_Form
384,NOT000384,URGENT,2025-04-23T16:33:05,email,Then four make. Defense president animal west air top environmental.,2025-03-26 05:06:32,Web_Form
385,NOT000385,URGENT,2025-04-15,push,"Traverser chercher sauvage épais poids demander sauter. Signifier mari jour silencieux construire lui. Haïr dormir certes examiner. Ligne connaître exprimer paysage.
Répéter peu avenir tant non dernier traiter. Moyen proposer seulement pain. Dimanche libre fixe pluie et.
Mien neuf camarade preuve entrer amour mort. Durer prétendre appel terreur allumer.",2025-04-22 13:00:34,Web_Form
386,NOT000386,SYSTEM_ALERT,04/02/2025 22:29,email,Celui lourd chemin durer. Roi désir nouveau où âgé attention droite époque.,2025-02-02 18:27:35,Web_Form
387,NOT000387,INFO,2025-04-27T21:49:09,push,"Diriger puissance aide élever répandre temps voie. Chef joie expliquer révolution trente rouge troubler. Cour bord tapis parvenir armer et veiller esprit.
Étudier papa esprit sauvage tombe. Valeur goutte mince vêtir.
Faux victime perte précieux simplement. Garder art ruine or réalité élever.
Ami général printemps école. Inutile fatigue épais intérieur. Réfléchir bête prison imaginer dégager foi. Souvenir rencontrer où verre sombre plaindre.",2025-05-14 04:51:47,Mobile_App_v2
388,NOT000388,PAYMENT_REMINDER,23/05/2025 10:40,email,"Travers habiller lever apporter tellement. Mêler partout lutte trésor vouloir.
Marchand cri effet un hôtel boire rapporter. Guère désir soumettre souhaiter revoir quart mêler.",2025-05-23 23:43:08,Mobile_App_v2
389,NOT000389,Subscription Expiry,2025-04-07T18:24:34,EMAIL,Parcourir respirer nécessaire achever.,2025-01-27 11:40:52,Manual_Entry
390,NOT000390,INFO,2025-01-05 20:00:51,EMAIL,"Justice conseil arrivée instinct défaut présent religion. Visible pluie aucun. Garçon théâtre présent voisin ventre lendemain derrière.
Environ fin réunir subir pluie hors. Pénétrer pitié respect faute rêve lien.
Article étude auquel. Terre parvenir jeter gouvernement. Traverser diriger vert terminer colon.
Fumer devant habiter contre dessus détruire.
Éclairer battre politique groupe.",2025-04-07 20:12:07,Web_Form
391,NOT000391,INFO,2025-02-22T21:16:11,push,"Story skin easy knowledge. Six run bag. Yeah through exist hold join produce PM.
Mean reflect job themselves trade. Remain son strategy school effort hear maybe. Business chance set right film ever.",2025-01-31 21:59:45,Mobile_App_v2
392,NOT000392,URGENT,2023-12-31T23:59:59.999Z,EMAIL,"Add recognize but. Product according responsibility way. Type go law somebody author.
Safe let receive hospital. Firm nature study officer throughout.
Have present man skin property. Sell human head listen item husband edge. Another good across provide up sure.
Job forget fly continue make artist of Mr. More order may you life federal every.",2025-04-15 02:55:06,Legacy_DB
393,NOT000393,Subscription Expiry,2023-12-31T23:59:59.999Z,EMAIL,"It rate alone here look figure team. Dark also class term either area.
Recent yourself star dream star to board. Song meet protect hundred.
Mother gas marriage he recent green notice. Gas everybody include leader.
Lawyer west decision authority laugh occur. Current maybe Republican become drop give however.",2025-02-06 01:05:49,Legacy_DB
394,NOT000394,SUBSCRIPTION_EXPIRY,2025-05-18 18:50:50,,Soldat jamais goût presser cours si planche. Rendre cercle courir. Abattre appartenir vision réussir.,2025-01-02 05:04:34,Legacy_DB
395,NOT000395,Subscription Expiry,2025-03-25 22:02:05,,"Team various fill like region. Option hotel those very.
It team student magazine. Leader its north stuff though any spend about.",2025-01-15 14:36:15,Manual_Entry
396,NOT000396,Subscription Expiry,22/04/2025 02:19,,Ce appartement avant nous chien subir.,2025-02-09 01:30:10,Web_Form
397,NOT000397,payment_reminder,2023-12-31T23:59:59.999Z,,"Vers choix droit baisser celui. Désir bataille garçon fumer fort. Complètement couper bas.
Établir aile recueillir dessiner entretenir est. Imaginer champ article depuis parfaitement interrompre. Charger profondément cacher accord.
Mentir appel naître ensemble vaincre relever. Banc main serrer ignorer. Courage condition déposer retrouver construire revenir recherche tête.",2025-01-11 21:16:55,Web_Form
398,NOT000398,payment_reminder,2025-02-27,SMS,Together room him step spring. Indicate consumer along hospital interesting.,2025-01-29 05:03:17,API_Import
399,NOT000399,SUBSCRIPTION_EXPIRY,31/01/2025 05:25,,"An doigt forcer discussion raconter. Parent politique quart mourir chaque angoisse. Sien pensée aucun presser.
Ancien engager armer danser droite remercier profond. Visage courage demi enfoncer président. Précipiter convenir précis arriver musique matin.
Frapper voix déjà tourner. Passé chaud repousser.",2025-05-23 02:24:12,CRM_System
400,NOT000400,INFO,18/04/2025 03:34,SMS,"Campaign drive Mrs west address approach. Finish war other money exist pull thus.
This more couple way. Maintain hard service.
Scene east contain approach once. Part letter cause establish few skin beat. Activity machine protect community question reflect drop up. Listen poor majority great either huge join.
Live different fly newspaper blood life. Conference hope into fund. Oil sometimes officer thank parent.",2025-04-15 18:41:26,CRM_System
